b01-kr-cdn.vod.naver.net.stream.gscdn.net,101.79.137.151,네이버 티비,동영상
b01-kr-cdn.vod.naver.net.stream.gscdn.net,101.79.137.152,네이버 티비,동영상
101.79.243.56,101.79.243.56,네이버 티비,동영상
b01-kr-cdn.vod.naver.net.stream.gscdn.net,101.79.243.58,네이버 티비,동영상
104.16.89.20,104.16.89.20,네이버 티비,동영상
kr.apis.naver.com.akadns.net,110.93.147.5,네이버 티비,동영상
125.209.207.30,125.209.207.30,네이버 티비,동영상
125.209.229.31,125.209.229.31,네이버 티비,동영상
125.209.254.198,125.209.254.198,네이버 티비,동영상
125.209.254.203,125.209.254.203,네이버 티비,동영상
125.209.254.206,125.209.254.206,네이버 티비,동영상
s2.e.navercdn.com,182.162.92.222,네이버 티비,동영상
kr.apis.naver.com.akadns.net,210.89.167.4,네이버 티비,동영상
kr.apis.naver.com.nheos.com,210.89.168.207,네이버 티비,동영상
b01-kr-cdn.vod.naver.net.stream.gscdn.net,220.73.213.2,네이버 티비,동영상
1.255.49.112,1.255.49.112,네이버 티비,라이브
kr-ace.naver.com.akadns.net,125.209.230.234,네이버 티비,라이브
kr-ace.naver.com.akadns.net,175.158.20.64,네이버 티비,라이브
kr.apis.naver.com.nheos.com,175.158.20.80,네이버 티비,라이브
livecloud.pstatic.net.live.gscdn.net,183.111.235.141,네이버 티비,라이브
livecloud.pstatic.net.live.gscdn.net,183.111.235.161,네이버 티비,라이브
livecloud.pstatic.net.live.gscdn.net,183.111.235.162,네이버 티비,라이브
kr.apis.naver.com.nheos.com,210.89.168.207,네이버 티비,라이브
a915.w39.akamai.net,119.207.65.138,브이라이브,store
a915.w39.akamai.net,119.207.65.152,브이라이브,store
nrt12s17-in-f40.1e100.net,172.217.26.40,브이라이브,store
nrt12s22-in-f10.1e100.net,172.217.31.170,브이라이브,store
kr.apis.naver.com.nheos.com,175.158.20.80,브이라이브,store
a915.w39.akamai.net,119.207.65.138,브이라이브,vtoday
channels.vlive.tv,125.209.218.174,브이라이브,vtoday
api-vfan.vlive.tv,125.209.218.86,브이라이브,vtoday
kr-lcs.naver.com.akadns.net,125.209.230.238,브이라이브,vtoday
125.209.234.134,125.209.234.134,브이라이브,vtoday
nrt12s23-in-f3.1e100.net,172.217.161.35,브이라이브,vtoday
nrt12s17-in-f8.1e100.net,172.217.26.40,브이라이브,vtoday
kr.apis.naver.com.nheos.com,175.158.20.80,브이라이브,vtoday
cs672.wac.edgecastcdn.net,192.229.237.96,브이라이브,vtoday
dthumb-phinf.pstatic.net.static.gscdn.net,210.205.5.158,브이라이브,vtoday
kr.apis.naver.com.nheos.com,210.89.168.207,브이라이브,vtoday
siape.veta.naver.com,210.89.170.12,브이라이브,vtoday
editor-static.pstatic.net.static.gscdn.net,211.216.46.32,브이라이브,vtoday
th-in-f157.1e100.net,74.125.203.157,브이라이브,vtoday
tvetamovie.dn.naver.net.dn.gscdn.net,211.216.46.21,브이라이브,광고
b01-kr-cdn.vod.naver.net.stream.gscdn.net,1.248.254.11,브이라이브,동영상 재생
resources-rmcnmv.pstatic.net.static.gscdn.net,1.248.254.31,브이라이브,동영상 재생
a995.w39.akamai.net,119.207.65.144,브이라이브,동영상 재생
nelo2-col.navercorp.com,125.209.234.18,브이라이브,동영상 재생
nrt12s23-in-f8.1e100.net,172.217.161.40,브이라이브,동영상 재생
nrt20s08-in-f10.1e100.net,172.217.31.138,브이라이브,동영상 재생
serviceapi.rmcnmv.naver.com,175.158.20.37,브이라이브,동영상 재생
kr.apis.naver.com.nheos.com,175.158.20.80,브이라이브,동영상 재생
s2.e.navercdn.com,182.162.92.222,브이라이브,동영상 재생
globalv.video.p.rmcnmv.naver.com.topo.gscdn.net,183.111.235.140,브이라이브,동영상 재생
globalv.video.p.rmcnmv.naver.com.topo.gscdn.net,183.111.235.142,브이라이브,동영상 재생
globalv.video.p.rmcnmv.naver.com.topo.gscdn.net,183.111.238.141,브이라이브,동영상 재생
kr-tivan.naver.com.akadns.net,210.89.168.165,브이라이브,동영상 재생
kr.apis.naver.com.nheos.com,210.89.168.207,브이라이브,동영상 재생
siape.veta.naver.com,210.89.170.12,브이라이브,동영상 재생
kr1-gfp.veta.naver.com,210.89.172.24,브이라이브,동영상 재생
tvetamovie.dn.naver.net.dn.gscdn.net,211.216.46.22,브이라이브,동영상 재생
globalv.video.p.rmcnmv.naver.com.topo.gscdn.net,211.216.46.28,브이라이브,동영상 재생
nrt13s48-in-f10.1e100.net,216.58.197.202,브이라이브,동영상 재생
nrt13s49-in-f5.1e100.net,216.58.197.229,브이라이브,동영상 재생
a915.w39.akamai.net,23.211.117.24,브이라이브,동영상 재생
a915.w39.akamai.net,23.211.117.25,브이라이브,동영상 재생
diwof83br95ng.cloudfront.net,52.85.231.122,브이라이브,동영상 재생
elb-p-gld-dls-an2-75892243.ap-northeast-2.elb.amazonaws.com,54.180.171.202,브이라이브,동영상 재생
tk-in-f188.1e100.net,64.233.188.188,브이라이브,동영상 재생
